Kod;Nazwa;Nietrzeźwi sprawcy;Rok;Wartosc;Jednostka miary;Atrybut
2000000;PODLASKIE;kierujący motocyklami;2017;5;szt.; 
2000000;PODLASKIE;kierujący motocyklami;2018;3;szt.; 
2000000;PODLASKIE;kierujący motocyklami;2019;3;szt.; 
2000000;PODLASKIE;kierujący motocyklami;2020;2;szt.; 
2000000;PODLASKIE;kierujący motocyklami;2021;1;szt.; 
2000000;PODLASKIE;kierujący motocyklami;2022;0;szt.; 
2000000;PODLASKIE;kierujący motocyklami;2023;4;szt.; 
2000000;PODLASKIE;kierujący rowerami;2014;2;szt.; 
2000000;PODLASKIE;kierujący rowerami;2015;6;szt.; 
2000000;PODLASKIE;kierujący rowerami;2016;1;szt.; 
2000000;PODLASKIE;kierujący rowerami;2017;6;szt.; 
2000000;PODLASKIE;kierujący rowerami;2018;3;szt.; 
2000000;PODLASKIE;kierujący rowerami;2019;5;szt.; 
2000000;PODLASKIE;kierujący rowerami;2020;3;szt.; 
2000000;PODLASKIE;kierujący rowerami;2021;0;szt.; 
2000000;PODLASKIE;kierujący rowerami;2022;6;szt.; 
2000000;PODLASKIE;kierujący rowerami;2023;3;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2014;2;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2015;2;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2016;4;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2017;3;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2018;1;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2019;3;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2020;1;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2021;1;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2022;2;szt.; 
2000000;PODLASKIE;kierujący motorowerami;2023;2;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2014;2;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2015;0;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2016;1;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2017;0;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2018;3;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2019;3;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2020;0;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2021;2;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2022;1;szt.; 
2000000;PODLASKIE;kierujący samochodami ciężarowymi;2023;2;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2014;3;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2015;1;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2016;2;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2017;4;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2018;5;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2019;1;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2020;3;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2021;4;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2022;4;szt.; 
2000000;PODLASKIE;kierujący innymi pojazdami;2023;2;szt.; 
2000000;PODLASKIE;piesi;2014;18;szt.; 
2000000;PODLASKIE;piesi;2015;17;szt.; 
2000000;PODLASKIE;piesi;2016;11;szt.; 
2000000;PODLASKIE;piesi;2017;7;szt.; 
2000000;PODLASKIE;piesi;2018;7;szt.; 
2000000;PODLASKIE;piesi;2019;12;szt.; 
2000000;PODLASKIE;piesi;2020;4;szt.; 
2000000;PODLASKIE;piesi;2021;3;szt.; 
2000000;PODLASKIE;piesi;2022;3;szt.; 
2000000;PODLASKIE;piesi;2023;1;szt.; 
2200000;POMORSKIE;ogółem;2014;153;szt.; 
2200000;POMORSKIE;ogółem;2015;158;szt.; 
2200000;POMORSKIE;ogółem;2016;187;szt.; 
2200000;POMORSKIE;ogółem;2017;174;szt.; 
2200000;POMORSKIE;ogółem;2018;140;szt.; 
2200000;POMORSKIE;ogółem;2019;121;szt.; 
2200000;POMORSKIE;ogółem;2020;147;szt.; 
2200000;POMORSKIE;ogółem;2021;134;szt.; 
2200000;POMORSKIE;ogółem;2022;119;szt.; 
2200000;POMORSKIE;ogółem;2023;104;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2014;119;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2015;115;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2016;142;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2017;133;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2018;112;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2019;96;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2020;123;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2021;120;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2022;103;szt.; 
2200000;POMORSKIE;kierujący pojazdami ogółem;2023;94;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2014;91;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2015;82;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2016;92;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2017;89;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2018;75;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2019;67;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2020;86;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2021;77;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2022;65;szt.; 
2200000;POMORSKIE;kierujący samochodami osobowymi;2023;59;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2014;5;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2015;7;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2016;9;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2017;6;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2018;9;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2019;5;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2020;7;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2021;7;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2022;4;szt.; 
2200000;POMORSKIE;kierujący motocyklami;2023;5;szt.; 
2200000;POMORSKIE;kierujący rowerami;2014;11;szt.; 
2200000;POMORSKIE;kierujący rowerami;2015;10;szt.; 
2200000;POMORSKIE;kierujący rowerami;2016;23;szt.; 
2200000;POMORSKIE;kierujący rowerami;2017;15;szt.; 
2200000;POMORSKIE;kierujący rowerami;2018;16;szt.; 
2200000;POMORSKIE;kierujący rowerami;2019;11;szt.; 
2200000;POMORSKIE;kierujący rowerami;2020;17;szt.; 
2200000;POMORSKIE;kierujący rowerami;2021;11;szt.; 
2200000;POMORSKIE;kierujący rowerami;2022;11;szt.; 
2200000;POMORSKIE;kierujący rowerami;2023;11;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2014;7;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2015;8;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2016;10;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2017;18;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2018;9;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2019;9;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2020;4;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2021;9;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2022;10;szt.; 
2200000;POMORSKIE;kierujący motorowerami;2023;8;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2014;3;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2015;2;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2016;6;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2017;4;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2018;1;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2019;2;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2020;5;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2021;4;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2022;1;szt.; 
2200000;POMORSKIE;kierujący samochodami ciężarowymi;2023;5;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2014;2;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2015;6;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2016;2;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2017;1;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2018;2;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2019;2;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2020;4;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2021;12;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2022;12;szt.; 
2200000;POMORSKIE;kierujący innymi pojazdami;2023;6;szt.; 
2200000;POMORSKIE;piesi;2014;34;szt.; 
2200000;POMORSKIE;piesi;2015;43;szt.; 
2200000;POMORSKIE;piesi;2016;45;szt.; 
2200000;POMORSKIE;piesi;2017;41;szt.; 
2200000;POMORSKIE;piesi;2018;28;szt.; 
2200000;POMORSKIE;piesi;2019;25;szt.; 
2200000;POMORSKIE;piesi;2020;24;szt.; 
2200000;POMORSKIE;piesi;2021;14;szt.; 
2200000;POMORSKIE;piesi;2022;16;szt.; 
2200000;POMORSKIE;piesi;2023;10;szt.; 
2400000;ŚLĄSKIE;ogółem;2014;311;szt.; 
2400000;ŚLĄSKIE;ogółem;2015;250;szt.; 
2400000;ŚLĄSKIE;ogółem;2016;245;szt.; 
2400000;ŚLĄSKIE;ogółem;2017;217;szt.; 
2400000;ŚLĄSKIE;ogółem;2018;219;szt.; 
2400000;ŚLĄSKIE;ogółem;2019;202;szt.; 
2400000;ŚLĄSKIE;ogółem;2020;207;szt.; 
2400000;ŚLĄSKIE;ogółem;2021;157;szt.; 
2400000;ŚLĄSKIE;ogółem;2022;130;szt.; 
2400000;ŚLĄSKIE;ogółem;2023;118;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2014;212;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2015;163;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2016;168;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2017;136;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2018;156;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2019;160;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2020;155;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2021;118;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2022;97;szt.; 
2400000;ŚLĄSKIE;kierujący pojazdami ogółem;2023;89;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2014;129;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2015;110;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2016;119;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2017;82;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2018;96;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2019;96;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2020;93;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2021;72;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2022;58;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami osobowymi;2023;58;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2014;14;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2015;4;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2016;9;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2017;7;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2018;8;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2019;10;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2020;13;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2021;8;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2022;6;szt.; 
2400000;ŚLĄSKIE;kierujący motocyklami;2023;7;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2014;36;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2015;27;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2016;18;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2017;26;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2018;27;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2019;29;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2020;29;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2021;27;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2022;18;szt.; 
2400000;ŚLĄSKIE;kierujący rowerami;2023;12;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2014;26;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2015;14;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2016;17;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2017;14;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2018;19;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2019;15;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2020;12;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2021;5;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2022;5;szt.; 
2400000;ŚLĄSKIE;kierujący motorowerami;2023;6;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2014;3;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2015;4;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2016;3;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2017;3;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2018;5;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2019;4;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2020;5;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2021;4;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2022;3;szt.; 
2400000;ŚLĄSKIE;kierujący samochodami ciężarowymi;2023;3;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2014;4;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2015;4;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2016;2;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2017;4;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2018;1;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2019;6;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2020;3;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2021;2;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2022;7;szt.; 
2400000;ŚLĄSKIE;kierujący innymi pojazdami;2023;3;szt.; 
2400000;ŚLĄSKIE;piesi;2014;99;szt.; 
2400000;ŚLĄSKIE;piesi;2015;87;szt.; 
2400000;ŚLĄSKIE;piesi;2016;77;szt.; 
2400000;ŚLĄSKIE;piesi;2017;81;szt.; 
2400000;ŚLĄSKIE;piesi;2018;63;szt.; 
2400000;ŚLĄSKIE;piesi;2019;42;szt.; 
2400000;ŚLĄSKIE;piesi;2020;52;szt.; 
2400000;ŚLĄSKIE;piesi;2021;39;szt.; 
2400000;ŚLĄSKIE;piesi;2022;33;szt.; 
2400000;ŚLĄSKIE;piesi;2023;29;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2014;108;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2015;106;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2016;114;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2017;111;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2018;111;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2019;93;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2020;86;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2021;79;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2022;67;szt.; 
2600000;ŚWIĘTOKRZYSKIE;ogółem;2023;67;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2014;73;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2015;79;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2016;82;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2017;83;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2018;80;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2019;73;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2020;67;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2021;67;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2022;45;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący pojazdami ogółem;2023;50;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2014;49;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2015;48;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2016;52;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2017;60;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2018;49;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2019;40;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2020;41;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2021;43;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2022;28;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami osobowymi;2023;34;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2014;1;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2015;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2016;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2017;2;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2018;3;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2019;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2020;7;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2021;3;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2022;2;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motocyklami;2023;3;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2014;12;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2015;15;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2016;15;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2017;11;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2018;13;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2019;14;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2020;10;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2021;10;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2022;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący rowerami;2023;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2014;11;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2015;7;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2016;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2017;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2018;7;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2019;11;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2020;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2021;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2022;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący motorowerami;2023;3;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2014;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2015;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2016;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2017;1;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2018;2;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2019;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2020;1;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2021;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2022;2;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący samochodami ciężarowymi;2023;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2014;0;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2015;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2016;5;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2017;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2018;6;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2019;3;szt.; 
