Kod;Nazwa;Nietrzeźwi sprawcy;Rok;Wartosc;Jednostka miary;Atrybut
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2020;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2021;2;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2022;4;szt.; 
2600000;ŚWIĘTOKRZYSKIE;kierujący innymi pojazdami;2023;6;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2014;35;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2015;27;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2016;32;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2017;28;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2018;31;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2019;20;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2020;19;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2021;12;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2022;22;szt.; 
2600000;ŚWIĘTOKRZYSKIE;piesi;2023;17;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2014;155;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2015;139;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2016;171;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2017;134;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2018;120;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2019;113;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2020;120;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2021;113;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2022;99;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;ogółem;2023;68;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2014;119;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2015;118;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2016;145;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2017;112;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2018;104;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2019;96;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2020;108;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2021;100;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2022;88;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący pojazdami ogółem;2023;63;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2014;88;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2015;92;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2016;100;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2017;77;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2018;76;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2019;70;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2020;76;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2021;70;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2022;54;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami osobowymi;2023;33;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2014;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2015;4;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2016;4;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2017;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2018;6;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2019;5;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2020;5;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2021;6;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2022;4;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motocyklami;2023;2;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2014;13;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2015;12;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2016;14;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2017;8;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2018;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2019;13;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2020;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2021;8;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2022;14;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący rowerami;2023;10;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2014;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2015;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2016;19;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2017;14;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2018;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2019;8;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2020;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2021;8;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2022;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący motorowerami;2023;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2014;2;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2015;0;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2016;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2017;3;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2018;2;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2019;0;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2020;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2021;1;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2022;4;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący samochodami ciężarowymi;2023;0;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2014;0;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2015;1;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2016;1;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2017;3;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2018;2;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2019;0;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2020;4;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2021;7;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2022;5;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;kierujący innymi pojazdami;2023;9;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2014;36;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2015;21;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2016;26;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2017;22;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2018;16;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2019;17;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2020;12;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2021;13;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2022;11;szt.; 
2800000;WARMIŃSKO-MAZURSKIE;piesi;2023;5;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2014;129;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2015;105;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2016;113;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2017;100;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2018;121;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2019;171;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2020;180;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2021;160;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2022;133;szt.; 
3000000;WIELKOPOLSKIE;ogółem;2023;131;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2014;97;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2015;75;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2016;91;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2017;73;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2018;93;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2019;147;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2020;153;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2021;131;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2022;111;szt.; 
3000000;WIELKOPOLSKIE;kierujący pojazdami ogółem;2023;106;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2014;68;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2015;57;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2016;60;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2017;52;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2018;56;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2019;101;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2020;99;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2021;94;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2022;71;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami osobowymi;2023;67;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2014;4;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2015;3;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2016;7;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2017;3;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2018;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2019;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2020;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2021;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2022;13;szt.; 
3000000;WIELKOPOLSKIE;kierujący motocyklami;2023;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2014;15;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2015;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2016;12;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2017;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2018;16;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2019;23;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2020;25;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2021;12;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2022;13;szt.; 
3000000;WIELKOPOLSKIE;kierujący rowerami;2023;10;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2014;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2015;6;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2016;8;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2017;7;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2018;7;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2019;10;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2020;10;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2021;4;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2022;6;szt.; 
3000000;WIELKOPOLSKIE;kierujący motorowerami;2023;9;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2014;0;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2015;0;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2016;4;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2017;2;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2018;5;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2019;5;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2020;6;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2021;9;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2022;5;szt.; 
3000000;WIELKOPOLSKIE;kierujący samochodami ciężarowymi;2023;7;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2014;2;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2015;1;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2016;0;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2017;1;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2018;1;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2019;0;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2020;5;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2021;4;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2022;3;szt.; 
3000000;WIELKOPOLSKIE;kierujący innymi pojazdami;2023;5;szt.; 
3000000;WIELKOPOLSKIE;piesi;2014;32;szt.; 
3000000;WIELKOPOLSKIE;piesi;2015;30;szt.; 
3000000;WIELKOPOLSKIE;piesi;2016;22;szt.; 
3000000;WIELKOPOLSKIE;piesi;2017;27;szt.; 
3000000;WIELKOPOLSKIE;piesi;2018;28;szt.; 
3000000;WIELKOPOLSKIE;piesi;2019;24;szt.; 
3000000;WIELKOPOLSKIE;piesi;2020;27;szt.; 
3000000;WIELKOPOLSKIE;piesi;2021;29;szt.; 
3000000;WIELKOPOLSKIE;piesi;2022;22;szt.; 
3000000;WIELKOPOLSKIE;piesi;2023;25;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2014;99;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2015;65;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2016;77;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2017;81;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2018;60;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2019;97;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2020;71;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2021;71;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2022;62;szt.; 
3200000;ZACHODNIOPOMORSKIE;ogółem;2023;49;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2014;74;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2015;44;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2016;56;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2017;58;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2018;44;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2019;69;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2020;55;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2021;63;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2022;53;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący pojazdami ogółem;2023;41;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2014;58;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2015;38;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2016;38;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2017;45;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2018;30;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2019;46;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2020;40;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2021;46;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2022;39;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami osobowymi;2023;23;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2014;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2015;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2016;4;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2017;4;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2018;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2019;5;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2020;5;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2021;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2022;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motocyklami;2023;6;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2014;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2015;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2016;6;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2017;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2018;4;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2019;10;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2020;4;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2021;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2022;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący rowerami;2023;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2014;7;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2015;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2016;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2017;6;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2018;6;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2019;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2020;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2021;5;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2022;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący motorowerami;2023;5;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2014;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2015;0;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2016;4;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2017;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2018;0;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2019;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2020;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2021;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2022;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący samochodami ciężarowymi;2023;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2014;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2015;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2016;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2017;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2018;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2019;2;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2020;1;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2021;4;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2022;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;kierujący innymi pojazdami;2023;3;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2014;25;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2015;21;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2016;21;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2017;23;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2018;16;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2019;28;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2020;16;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2021;8;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2022;9;szt.; 
3200000;ZACHODNIOPOMORSKIE;piesi;2023;8;szt.; 
